Date,PositionQty,Price,Balance,PositionValue,PositionRatio,Side
2021-05-27,2255541,39254.50,59.40825013,57.45942503,0.9672,Long
2021-05-28,2255542,38513.00,59.59129453,58.56573105,0.9828,Long
2021-05-29,953660,35689.50,61.39381081,26.72102439,0.4352,Long
2021-05-30,953662,34587.00,60.95854809,27.57284529,0.4523,Long
2021-05-31,953662,35670.00,60.66520509,26.73568825,0.4407,Long
2021-06-01,1033330,37265.00,60.64095759,27.72923655,0.4573,Long
2021-06-02,899997,36677.00,61.32509898,24.53845734,0.4001,Long
2021-06-03,1033330,37534.50,61.49624317,27.53013894,0.4477,Long
2021-06-04,400002,39180.00,61.99053756,10.20934150,0.1647,Long
2021-06-05,933332,36840.50,62.59726139,25.33440100,0.4047,Long
2021-06-06,111105,35500.00,62.56560781,3.12971831,0.0500,Long
2021-06-07,-1288887,35780.50,61.40405919,36.02205112,-0.5866,Short
2021-06-08,-1655552,33538.00,61.38834676,49.36346830,-0.8041,Short
2021-06-09,-1833200,33389.00,61.36820399,54.90430980,-0.8947,Short
2021-06-10,-1722100,37369.50,61.88869916,46.08303563,-0.7446,Short
2021-06-11,-911200,36655.50,61.52550061,24.85847963,-0.4040,Short
2021-06-12,0,37311.00,60.46274624,0.00000000,0.0000,Flat
2021-06-13,0,35521.00,59.23186784,0.00000000,0.0000,Flat
2021-06-14,888800,39022.50,59.23186784,22.77660324,0.3845,Long
2021-06-15,689000,40515.00,59.21574164,17.00604714,0.2872,Long
2021-06-16,522400,40149.50,59.96586595,13.01137000,0.2170,Long
2021-06-17,1155200,38310.50,60.24046640,30.15361324,0.5006,Long
2021-06-18,2195200,38050.00,60.30332005,57.69250986,0.9567,Long
2021-06-19,662600,35788.00,59.70481725,18.51458589,0.3101,Long
2021-06-20,-2509100,35483.50,58.36171205,70.71173926,-1.2116,Short
2021-06-21,-3773500,35582.00,58.15597194,106.05081221,-1.8236,Short
2021-06-22,-2812300,31619.00,58.09600596,88.94335684,-1.5310,Short
2021-06-23,-2843400,32519.50,62.35443835,87.43676871,-1.4023,Short
2021-06-24,-2133500,33654.00,62.58601524,63.39513877,-1.0129,Short
2021-06-25,-1033500,34637.00,62.73013365,29.83803447,-0.4757,Short
2021-06-26,-2400000,31562.50,60.76763740,76.03960396,-1.2513,Short
2021-06-27,-2029800,32244.50,61.20287665,62.95027059,-1.0286,Short
2021-06-28,-794100,34706.00,61.47006467,22.88076990,-0.3722,Short
2021-06-29,420000,34463.00,56.46990828,12.18698314,0.2158,Long
2021-06-30,-340000,35920.50,57.01548227,9.46534709,-0.1660,Short
2021-07-01,1460000,35028.00,57.19555535,41.68094096,0.7287,Long
2021-07-02,2710000,33507.50,57.23487990,80.87741550,1.4131,Long
2021-07-03,2186200,33790.50,55.84052347,64.69865791,1.1586,Long
2021-07-04,-240000,34668.00,56.56018452,6.92281066,-0.1224,Short
2021-07-05,240000,35290.50,57.07350075,6.80069707,0.1192,Long
2021-07-06,1110000,33712.00,56.99581546,32.92596108,0.5777,Long
2021-07-07,410000,34213.50,57.44040906,11.98357374,0.2086,Long
2021-07-08,950000,33836.00,57.65091943,28.07660480,0.4870,Long
2021-07-09,370100,32855.00,56.47472313,11.26464769,0.1995,Long
2021-07-10,425300,33813.00,56.25025396,12.57800254,0.2236,Long
2021-07-11,1115100,33500.00,55.97381783,33.28656716,0.5947,Long
2021-07-12,1023400,34256.00,55.92016736,29.87505838,0.5342,Long
2021-07-13,1803400,33080.00,55.94445918,54.51632406,0.9745,Long
2021-07-14,834600,32712.50,55.67121488,25.51318303,0.4583,Long
2021-07-15,-2385200,32806.00,52.57039715,72.70621228,-1.3830,Short
2021-07-16,-1723000,31863.00,52.48221520,54.07525971,-1.0304,Short
2021-07-17,-1603000,31380.00,52.69018417,51.08349267,-0.9695,Short
2021-07-18,-1603000,31509.50,52.80630385,50.87354607,-0.9634,Short
2021-07-19,-1823000,31768.50,52.83453209,57.38388655,-1.0861,Short
2021-07-20,-1973000,30805.50,53.07492115,64.04700459,-1.2067,Short
2021-07-21,-1583000,29779.00,53.70346361,53.15826589,-0.9898,Short
2021-07-22,-3093000,32105.50,54.45619431,96.33863357,-1.7691,Short
2021-07-23,-2352200,32298.50,54.30370251,72.82691147,-1.3411,Short
2021-07-24,0,33599.00,52.90593150,0.00000000,0.0000,Flat
2021-07-25,0,34253.50,50.53204404,0.00000000,0.0000,Flat
2021-07-26,0,35392.00,50.53076613,0.00000000,0.0000,Flat
2021-07-27,0,37240.00,50.52923275,0.00000000,0.0000,Flat
2021-07-28,120000,39473.50,53.10320516,3.04001419,0.0572,Long
2021-07-29,-240000,39998.00,53.32039649,6.00030002,-0.1125,Short
2021-07-30,-600000,40034.50,53.31703167,14.98707365,-0.2811,Short
2021-07-31,-1080000,42260.50,53.47709124,25.55577904,-0.4779,Short
2021-08-01,-1080000,41439.50,53.52228046,26.06209052,-0.4869,Short
2021-08-02,-780000,39810.50,53.52872974,19.59282099,-0.3660,Short
2021-08-03,-600000,39151.00,53.89872227,15.32527905,-0.2843,Short
2021-08-04,-180000,38173.50,54.47790009,4.71531298,-0.0866,Short
2021-08-05,-120000,39747.00,55.16754748,3.01909578,-0.0547,Short
2021-08-06,-60000,40905.50,55.16543566,1.46679542,-0.0266,Short
2021-08-07,-490000,42831.00,55.29569980,11.44031192,-0.2069,Short
2021-08-08,-670000,44624.00,55.25251008,15.01434206,-0.2717,Short
2021-08-09,-1150000,43834.00,55.80788647,26.23534243,-0.4701,Short
2021-08-10,-1690000,46270.00,55.90030517,36.52474606,-0.6534,Short
2021-08-11,-1570000,45601.00,55.81372076,34.42906954,-0.6169,Short
2021-08-12,-1690000,45518.50,56.57996402,37.12776124,-0.6562,Short
2021-08-13,-1340000,44387.50,57.12485504,30.18867925,-0.5285,Short
2021-08-14,-1980000,47821.00,57.18980278,41.40440392,-0.7240,Short
2021-08-15,-2160000,47097.50,57.24657858,45.86230692,-0.8011,Short
2021-08-16,-2460000,47030.00,57.31571122,52.30703806,-0.9126,Short
2021-08-17,-2700000,45859.00,57.39148172,58.87612028,-1.0259,Short
2021-08-18,-2820000,44650.00,57.48807445,63.15789474,-1.0986,Short
2021-08-19,-2760000,44697.00,57.57187208,61.74911068,-1.0726,Short
2021-08-20,-3180000,46767.50,57.63773798,67.99593735,-1.1797,Short
2021-08-21,-1100000,49362.00,57.37811320,22.28434828,-0.3884,Short
2021-08-22,-1580000,48855.00,55.69849567,32.34059973,-0.5806,Short
2021-08-23,-2420000,49299.50,55.70474415,49.08771894,-0.8812,Short
2021-08-24,-2840000,49485.50,55.71762809,57.39054875,-1.0300,Short
2021-08-25,-2220000,47668.00,55.68702096,46.57212386,-0.8363,Short
2021-08-26,-2550000,49014.00,55.79298481,52.02595177,-0.9325,Short
2021-08-27,-2310000,46835.50,55.91436111,49.32156164,-0.8821,Short
2021-08-28,-2610000,49086.50,56.09479482,53.17144225,-0.9479,Short
2021-08-29,-2610000,48924.00,56.10600270,53.34805004,-0.9508,Short
2021-08-30,-2760000,48800.00,56.12079846,56.55737705,-1.0078,Short
2021-08-31,-3630000,46979.50,56.13187566,77.26774444,-1.3765,Short
2021-09-01,-3319100,47139.00,56.14771265,70.41091241,-1.2540,Short
2021-09-02,-2901900,48849.50,56.51332661,59.40490691,-1.0512,Short
2021-09-03,-2591900,49314.00,56.37244971,52.55911100,-0.9324,Short
2021-09-04,-2591900,50026.00,56.24781775,51.81105825,-0.9211,Short
2021-09-05,-2691900,49949.00,56.35670525,53.89297083,-0.9563,Short
2021-09-06,-2652500,51848.50,56.48053709,51.15866419,-0.9058,Short
2021-09-07,-2872500,52713.50,56.04923227,54.49268214,-0.9722,Short
2021-09-08,-582500,46861.00,56.06157858,12.43037921,-0.2217,Short
2021-09-09,-834300,46053.50,61.83370215,18.11588696,-0.2930,Short
2021-09-10,-1054300,46376.00,62.27909844,22.73374159,-0.3650,Short
2021-09-11,-704300,44836.00,62.22578662,15.70835935,-0.2524,Short
2021-09-12,-904300,45157.00,62.58876211,20.02568815,-0.3200,Short
2021-09-13,-1004300,46025.00,62.89685717,21.82074959,-0.3469,Short
2021-09-14,-804300,44974.50,63.19736494,17.88346730,-0.2830,Short
2021-09-15,-904300,47108.50,63.64111953,19.19611111,-0.3016,Short
2021-09-16,-1404300,48110.50,63.75311450,29.18905436,-0.4578,Short
2021-09-17,-1604300,47740.00,64.05368529,33.60494344,-0.5246,Short
2021-09-18,-1304300,47277.00,64.03637354,27.58846797,-0.4308,Short
2021-09-19,-1304300,48266.00,64.07243336,27.02316330,-0.4218,Short
2021-09-20,-1554300,47221.50,64.08571822,32.91509164,-0.5136,Short
2021-09-21,-1134300,43005.50,64.52673666,26.37569613,-0.4088,Short
2021-09-22,-1278500,40712.00,64.95980528,31.40351739,-0.4834,Short
2021-09-23,-1494100,43542.50,65.38760930,34.31360165,-0.5248,Short
2021-09-24,-1784100,44860.00,65.23518781,39.77039679,-0.6096,Short
2021-09-25,-734100,42839.50,66.95703816,17.13605434,-0.2559,Short
2021-09-26,-974100,42674.00,67.03689476,22.82654544,-0.3405,Short
2021-09-27,-1846000,43166.00,66.95493687,42.76513923,-0.6387,Short
2021-09-28,-1846000,42119.00,66.82160214,43.82820105,-0.6559,Short
2021-09-29,-1666000,40983.00,66.85692488,40.65100163,-0.6080,Short
2021-09-30,-1546000,41490.50,67.01880769,37.26154180,-0.5560,Short
2021-10-01,-946000,43801.50,66.85637473,21.59743388,-0.3230,Short
2021-10-02,-1946000,48150.00,66.65467279,40.41536864,-0.6063,Short
2021-10-03,-1886000,47660.00,67.19106590,39.57196811,-0.5889,Short
2021-10-04,-1706000,48215.50,67.77185860,35.38281258,-0.5221,Short
2021-10-05,-1706000,49222.00,67.78222241,34.65929869,-0.5113,Short
2021-10-06,-2526000,51500.00,68.22003590,49.04854369,-0.7190,Short
2021-10-07,-3456000,55337.50,68.90831865,62.45312853,-0.9063,Short
2021-10-08,-3386000,53817.50,68.86807800,62.91633762,-0.9136,Short
2021-10-09,-3146000,53976.50,68.84156737,58.28462386,-0.8466,Short
2021-10-10,-3566000,54974.50,68.30621569,64.86643808,-0.9496,Short
2021-10-11,-3206000,54718.50,67.42071137,58.59078739,-0.8690,Short
2021-10-12,-3916000,57504.50,67.53775927,68.09901834,-1.0083,Short
2021-10-13,-3556000,56030.50,65.81558826,63.46543400,-0.9643,Short
2021-10-14,-2376000,57419.50,63.37028897,41.37967067,-0.6530,Short
2021-10-15,-2016000,57377.00,62.36708823,35.13603012,-0.5634,Short
2021-10-16,0,61676.00,59.98439695,0.00000000,0.0000,Flat
2021-10-17,0,60922.50,57.33862142,0.00000000,0.0000,Flat
2021-10-18,60000,61553.00,57.24470770,0.97476971,0.0170,Long
2021-10-19,60000,62027.50,57.29064219,0.96731289,0.0169,Long
2021-10-20,90000,64316.00,57.29751848,1.39934076,0.0244,Long
2021-10-21,120000,66059.50,57.28424772,1.81654418,0.0317,Long
2021-10-22,270000,62218.00,57.30369637,4.33958019,0.0757,Long
2021-10-23,390000,60715.50,57.26035847,6.42340094,0.1122,Long
2021-10-24,690000,61335.00,57.29287712,11.24969430,0.1964,Long
2021-10-25,750000,60901.00,57.32904236,12.31506872,0.2148,Long
2021-10-26,750000,63125.50,57.27639627,11.88109401,0.2074,Long
2021-10-27,750000,60257.00,57.22825221,12.44668669,0.2175,Long
2021-10-28,-240000,58499.50,57.57678959,4.10259917,-0.0713,Short
2021-10-29,0,60633.50,57.83767702,0.00000000,0.0000,Flat
2021-10-30,0,62322.00,58.54591303,0.00000000,0.0000,Flat
2021-10-31,0,61925.00,58.64881289,0.00000000,0.0000,Flat
2021-11-01,0,61344.00,58.58600328,0.00000000,0.0000,Flat
2021-11-02,0,60952.50,58.54152461,0.00000000,0.0000,Flat
2021-11-03,0,63319.50,58.87528400,0.00000000,0.0000,Flat
2021-11-04,0,62946.00,59.29581959,0.00000000,0.0000,Flat
2021-11-05,0,61453.00,60.26238243,0.00000000,0.0000,Flat
2021-11-06,0,61037.00,60.38392997,0.00000000,0.0000,Flat
2021-11-07,0,61524.50,61.55688913,0.00000000,0.0000,Flat
2021-11-08,0,63352.00,61.92305861,0.00000000,0.0000,Flat
2021-11-09,0,67642.00,62.09118215,0.00000000,0.0000,Flat
2021-11-10,0,66998.50,62.19504520,0.00000000,0.0000,Flat
2021-11-11,90000,64890.00,62.22055698,1.38696255,0.0223,Long
2021-11-12,120000,64803.50,62.21158591,1.85175183,0.0298,Long
2021-11-13,180000,64139.50,62.46669559,2.80638296,0.0449,Long
2021-11-14,180000,64393.50,62.45870284,2.79531319,0.0448,Long
2021-11-15,180000,65559.50,62.52983992,2.74559751,0.0439,Long
2021-11-16,180000,63603.50,62.54975854,2.83003294,0.0452,Long
2021-11-17,570000,60100.00,62.56935728,9.48419301,0.1516,Long
2021-11-18,780000,60360.00,62.56085396,12.92246521,0.2066,Long
2021-11-19,1470000,56903.50,62.54039823,25.83320885,0.4131,Long
2021-11-20,870000,58076.50,61.92607644,14.98024158,0.2419,Long
2021-11-21,740000,59739.50,61.82431591,12.38711405,0.2004,Long
2021-11-22,950000,58650.00,62.07564702,16.19778346,0.2609,Long
2021-11-23,1510000,56271.00,62.01351403,26.83442626,0.4327,Long
2021-11-24,1510000,57546.00,62.10914256,26.23987766,0.4225,Long
2021-11-25,1270000,57175.50,62.14786503,22.21231122,0.3574,Long
2021-11-26,1210000,58976.00,62.06329146,20.51682040,0.3306,Long
2021-11-27,0,53782.00,62.17263521,0.00000000,0.0000,Flat
2021-11-28,0,54750.50,59.97279795,0.00000000,0.0000,Flat
2021-11-29,0,57343.00,59.47706950,0.00000000,0.0000,Flat
2021-11-30,0,57842.50,59.42106512,0.00000000,0.0000,Flat
2021-12-01,260000,56968.50,59.36459256,4.56392568,0.0769,Long
2021-12-02,0,57202.00,59.32154392,0.00000000,0.0000,Flat
2021-12-03,0,56508.00,61.18890891,0.00000000,0.0000,Flat
2021-12-04,0,53633.00,61.18548883,0.00000000,0.0000,Flat
2021-12-05,-540000,49205.00,59.94104961,10.97449446,-0.1831,Short
2021-12-06,-160000,49434.00,60.01049476,3.23663875,-0.0539,Short
2021-12-07,-558000,50467.00,60.03133465,11.05673014,-0.1842,Short
2021-12-08,-858000,50618.50,60.18475397,16.95032449,-0.2816,Short
2021-12-09,-438000,50493.50,60.35307300,8.67438383,-0.1437,Short
2021-12-10,-50000,47567.00,60.47727076,1.05114891,-0.0174,Short
2021-12-11,-1090000,47161.00,61.33152972,23.11231738,-0.3768,Short
2021-12-12,-330000,49391.00,50.20739095,6.68137920,-0.1331,Short
2021-12-13,-953800,50066.50,50.20791873,19.05066262,-0.3794,Short
2021-12-14,-1593800,46689.50,50.20729885,34.13615481,-0.6799,Short
2021-12-15,-2097400,48356.50,50.70290032,43.37369330,-0.8554,Short
2021-12-16,-1793800,48880.00,50.74037744,36.69803601,-0.7233,Short
2021-12-17,60000,47630.00,50.82186135,1.25971027,0.0248,Long
2021-12-18,180300,46152.00,50.53256772,3.90665627,0.0773,Long
2021-12-19,210100,46829.00,50.39025819,4.48653612,0.0890,Long
2021-12-20,240100,46650.50,50.38858284,5.14678299,0.1021,Long
2021-12-21,110100,46892.00,50.38896515,2.34794848,0.0466,Long
2021-12-22,170100,48879.00,50.47020259,3.48002210,0.0690,Long
2021-12-23,-9900,48574.50,50.72337434,0.20381064,-0.0040,Short
2021-12-24,-569900,50815.50,50.73069857,11.21508201,-0.2211,Short
2021-12-25,-729900,50800.00,50.72072674,14.36811024,-0.2833,Short
2021-12-26,-599900,50380.00,50.71940801,11.90750298,-0.2348,Short
2021-12-27,-739900,50775.00,50.75765847,14.57213195,-0.2871,Short
2021-12-28,-889900,50700.00,50.75375664,17.55226824,-0.3458,Short
2021-12-29,-229900,47536.00,51.35546423,4.83633457,-0.0942,Short
2021-12-30,-1150000,46415.50,51.15950182,24.77620622,-0.4843,Short
2021-12-31,-380000,47111.00,51.64254270,8.06605676,-0.1562,Short
2022-01-01,-817900,46200.00,50.86215465,17.70346320,-0.3481,Short
2022-01-02,-637900,47728.50,51.03172286,13.36518013,-0.2619,Short
2022-01-03,-1207900,47300.00,50.98353271,25.53699789,-0.5009,Short
2022-01-04,60000,46425.00,50.96475753,1.29240711,0.0254,Long
2022-01-05,520000,45796.00,51.57616998,11.35470347,0.2202,Long
2022-01-06,-1490000,43395.00,51.80930901,34.33575297,-0.6627,Short
2022-01-07,0,43072.00,53.17540063,0.00000000,0.0000,Flat
2022-01-08,0,41542.50,54.52515800,0.00000000,0.0000,Flat
2022-01-09,58800,41659.50,54.15624959,1.41144277,0.0261,Long
2022-01-10,80000,41852.50,54.26866868,1.91147482,0.0352,Long
2022-01-11,652000,41800.00,54.17180546,15.59808612,0.2879,Long
2022-01-12,692000,42715.00,54.06183378,16.20039799,0.2997,Long
2022-01-13,209600,43898.50,54.15877373,4.77465061,0.0882,Long
2022-01-14,799600,42554.50,54.79979725,18.79002221,0.3429,Long
2022-01-15,-274400,43058.50,54.99043408,6.37272548,-0.1159,Short
2022-01-16,-1676200,43075.00,53.55392494,38.91352293,-0.7266,Short
2022-01-17,-2486200,43065.00,53.49695096,57.73133635,-1.0792,Short
2022-01-18,-2796200,42207.50,53.43488684,66.24888942,-1.2398,Short
2022-01-19,-3956200,42362.50,53.49185511,93.38920035,-1.7459,Short
2022-01-20,-2988600,41653.00,54.08546749,71.74993398,-1.3266,Short
2022-01-21,-2558600,40650.00,54.86159119,62.94218942,-1.1473,Short
2022-01-22,-2468600,36436.50,53.42355959,67.75074445,-1.2682,Short
2022-01-23,-1178600,35052.00,58.54015845,33.62432957,-0.5744,Short
2022-01-24,-2068600,36252.00,64.25680600,57.06167936,-0.8880,Short
2022-01-25,-2513100,36657.50,67.47899419,68.55622997,-1.0160,Short
2022-01-26,60000,36949.00,67.80348112,1.62385992,0.0239,Long
2022-01-27,80000,36819.00,65.86412295,2.17279122,0.0330,Long
2022-01-28,740000,37163.50,66.20212160,19.91201044,0.3008,Long
2022-01-29,1426000,37710.00,66.23273268,37.81490321,0.5709,Long
2022-01-30,1046000,38174.00,66.61136077,27.40084875,0.4114,Long
2022-01-31,-530000,37893.50,62.61511073,13.98656762,-0.2234,Short
2022-02-01,1700000,38473.00,32.60087657,44.18683232,1.3554,Long
2022-02-02,250000,38687.00,16.54177978,6.46211906,0.3907,Long
2022-02-03,1060000,36904.50,16.56819219,28.72278448,1.7336,Long
2022-02-04,1040000,37310.00,16.57867340,27.87456446,1.6814,Long
2022-02-05,-1010000,41585.50,16.62922888,24.28731168,-1.4605,Short
2022-02-06,-3760000,41387.00,16.57759350,90.84978375,-5.4803,Short
2022-02-07,0,42375.50,15.95615669,0.00000000,0.0000,Flat
2022-02-08,55000,43845.50,14.49752362,1.25440467,0.0865,Long
2022-02-09,75000,44045.00,14.60197825,1.70280395,0.1166,Long
2022-02-10,-25000,44403.00,14.78789967,0.56302502,-0.0381,Short
2022-02-11,-45000,43491.50,15.19556003,1.03468494,-0.0681,Short
2022-02-12,710000,42378.00,15.23540946,16.75397612,1.0997,Long
2022-02-13,1536000,42200.50,15.11695230,36.39767301,2.4077,Long
2022-02-14,1356000,42061.50,15.16124577,32.23850790,2.1264,Long
2022-02-15,756000,42535.50,14.94178558,17.77338929,1.1895,Long
2022-02-16,-104000,44560.00,15.08205313,2.33393178,-0.1547,Short
2022-02-17,130000,43878.50,15.19637428,2.96272662,0.1950,Long
2022-02-18,1793500,40516.00,15.20873183,44.26646263,2.9106,Long
2022-02-19,378300,39988.00,15.06026590,9.46033810,0.6282,Long
2022-02-20,1098300,40083.50,13.51162269,27.40030187,2.0279,Long
2022-02-21,20000,38386.50,12.74327649,0.52101650,0.0409,Long
2022-02-22,880000,37014.00,12.59334944,23.77478792,1.8879,Long
2022-02-23,1311000,38240.00,12.46339824,34.28347280,2.7507,Long
2022-02-24,731000,37262.00,12.50573846,19.61784123,1.5687,Long
2022-02-25,-1089600,38330.00,10.39697962,28.42681972,-2.7341,Short
2022-02-26,0,39207.50,10.16062476,0.00000000,0.0000,Flat
2022-02-27,140900,39115.00,8.16928846,3.60219865,0.4409,Long
2022-02-28,0,37693.00,8.32586420,0.00000000,0.0000,Flat
2022-03-01,-229500,43176.50,8.91438488,5.31539147,-0.5963,Short
2022-03-02,-424300,44427.00,9.13822812,9.55049857,-1.0451,Short
2022-03-03,-423600,43909.00,9.09625909,9.64722494,-1.0606,Short
2022-03-04,0,42439.50,9.31208330,0.00000000,0.0000,Flat
2022-03-05,-94200,39128.50,9.45278089,2.40745237,-0.2547,Short
2022-03-06,0,39375.50,7.82335662,0.00000000,0.0000,Flat
2022-03-07,-85800,38400.50,7.92658196,2.23434591,-0.2819,Short
2022-03-08,-205500,37967.00,7.97716661,5.41259515,-0.6785,Short
2022-03-09,-133500,38723.50,7.98337698,3.44751895,-0.4318,Short
2022-03-10,0,41954.50,7.33011407,0.00000000,0.0000,Flat
2022-03-11,-30000,39418.00,6.57539748,0.76107362,-0.1157,Short
2022-03-12,-261100,38714.50,6.38024729,6.74424311,-1.0571,Short
2022-03-13,-261100,38794.00,6.27881740,6.73042223,-1.0719,Short
2022-03-14,-271100,37749.00,6.27523022,7.18164720,-1.1444,Short
2022-03-15,-341100,39662.00,6.27328637,8.60017145,-1.3709,Short
2022-03-16,-341100,39280.50,6.27427325,8.68369802,-1.3840,Short
2022-03-17,-927600,41115.50,6.31789896,22.56083472,-3.5709,Short
2022-03-18,-512900,40914.00,6.36335603,12.53605123,-1.9700,Short
2022-03-19,-492500,41768.50,6.24441096,11.79118235,-1.8883,Short
2022-03-20,-638700,42222.00,6.17801292,15.12718488,-2.4486,Short
2022-03-21,-287200,41268.00,6.03594973,6.95938742,-1.1530,Short
2022-03-22,-69900,40983.00,6.23089208,1.70558524,-0.2737,Short
2022-03-23,-572300,42354.00,6.13530941,13.51230108,-2.2024,Short
2022-03-24,-330000,42892.00,6.33131188,7.69374242,-1.2152,Short
2022-03-25,-20000,43991.00,6.32215304,0.45463845,-0.0719,Short
2022-03-26,-30000,44298.50,6.01233050,0.67722383,-0.1126,Short
2022-03-27,-180000,44526.50,6.00607258,4.04253647,-0.6731,Short
2022-03-28,-930000,46816.00,6.00574737,19.86500342,-3.3077,Short
2022-03-29,-704300,47130.00,5.94769477,14.94377254,-2.5125,Short
2022-03-30,-464300,47444.00,5.78455175,9.78627434,-1.6918,Short
2022-03-31,-164300,47050.50,5.46378972,3.49199265,-0.6391,Short
2022-04-01,-74300,45504.00,5.46453029,1.63282349,-0.2988,Short
2022-04-02,0,46269.50,5.56376407,0.00000000,0.0000,Flat
2022-04-03,0,45814.00,5.78987494,0.00000000,0.0000,Flat
2022-04-04,30000,46406.00,5.81382439,0.64646813,0.1112,Long
2022-04-05,20000,46605.00,5.89472503,0.42913850,0.0728,Long
2022-04-06,40000,45498.00,5.91900611,0.87915952,0.1485,Long
2022-04-07,430000,43167.50,5.98766628,9.96119766,1.6636,Long
2022-04-08,270000,43420.00,6.09690625,6.21833257,1.0199,Long
2022-04-09,250000,42247.00,6.14404419,5.91757995,0.9631,Long
2022-04-10,0,42744.50,6.19703774,0.00000000,0.0000,Flat
2022-04-11,0,42150.00,6.19663590,0.00000000,0.0000,Flat
2022-04-12,0,39509.50,6.19622967,0.00000000,0.0000,Flat
2022-04-13,0,40075.50,6.20148009,0.00000000,0.0000,Flat
2022-04-14,0,41120.00,6.20261355,0.00000000,0.0000,Flat
2022-04-15,0,39929.00,6.20389009,0.00000000,0.0000,Flat
2022-04-16,0,40530.50,6.26206395,0.00000000,0.0000,Flat
2022-04-17,0,40366.50,6.26058699,0.00000000,0.0000,Flat
2022-04-18,-80000,39661.50,6.25943107,2.01706945,-0.3222,Short
2022-04-19,-220000,40793.50,6.31103749,5.39301604,-0.8545,Short
2022-04-20,0,41470.00,6.31107554,0.00000000,0.0000,Flat
2022-04-21,0,41356.00,6.14280713,0.00000000,0.0000,Flat
2022-04-22,287600,40453.50,6.18920545,7.10939721,1.1487,Long
2022-04-23,570000,39678.00,6.23032743,14.36564343,2.3058,Long
2022-04-24,330000,39437.50,6.22896479,8.36767036,1.3433,Long
2022-04-25,0,39445.00,6.22229848,0.00000000,0.0000,Flat
2022-04-26,-80000,40416.50,6.09109850,1.97938961,-0.3250,Short
2022-04-27,0,38085.50,6.05580978,0.00000000,0.0000,Flat
2022-04-28,0,39219.00,6.05475264,0.00000000,0.0000,Flat
2022-04-29,-190000,39733.50,6.05454659,4.78185914,-0.7898,Short
2022-04-30,-10000,38568.00,6.10040009,0.25928231,-0.0425,Short
2022-05-01,-282000,37620.00,6.10038392,7.49601276,-1.2288,Short
2022-05-02,-202000,38457.50,6.09708338,5.25255152,-0.8615,Short
2022-05-03,-262000,38500.50,6.13559697,6.80510643,-1.1091,Short
2022-05-04,-262000,37715.00,6.13791645,6.94683813,-1.1318,Short
2022-05-05,-262000,39692.00,6.09030748,6.60082636,-1.0838,Short
2022-05-06,-322000,36515.50,6.04046901,8.81817310,-1.4598,Short
2022-05-07,-432000,36002.00,5.93223751,11.99933337,-2.0227,Short
2022-05-08,-25000,35443.50,6.09677239,0.70534795,-0.1157,Short
2022-05-09,-70000,34013.50,6.46697964,2.05800638,-0.3182,Short
2022-05-10,-251600,30066.00,6.47442152,8.36825650,-1.2925,Short
2022-05-11,-137600,30991.50,6.69064399,4.43992708,-0.6636,Short
2022-05-12,-232600,28954.00,6.80936722,8.03343234,-1.1798,Short
2022-05-13,-275600,28929.50,7.43742514,9.52660779,-1.2809,Short
2022-05-14,0,29226.50,7.23040228,0.00000000,0.0000,Flat
2022-05-15,-165000,30033.00,7.08386374,5.49395665,-0.7756,Short
2022-05-16,0,31273.50,7.04996131,0.00000000,0.0000,Flat
2022-05-17,-195000,29822.00,6.82188542,6.53879686,-0.9585,Short
2022-05-18,-65000,30400.50,6.66311642,2.13812273,-0.3209,Short
2022-05-19,0,28650.50,6.63855071,0.00000000,0.0000,Flat
2022-05-20,-110000,30292.50,6.73520635,3.63126186,-0.5391,Short
2022-05-21,-105000,29173.00,6.73739863,3.59921846,-0.5342,Short
2022-05-22,0,29400.50,6.77866882,0.00000000,0.0000,Flat
2022-05-23,0,30268.50,6.77759747,0.00000000,0.0000,Flat
2022-05-24,0,29058.00,6.77530577,0.00000000,0.0000,Flat
2022-05-25,0,29620.00,6.77155786,0.00000000,0.0000,Flat
2022-05-26,0,29510.00,6.71465348,0.00000000,0.0000,Flat
2022-05-27,0,29172.50,6.71362244,0.00000000,0.0000,Flat
2022-05-28,0,28580.00,6.71289892,0.00000000,0.0000,Flat
2022-05-29,0,28990.00,6.71256427,0.00000000,0.0000,Flat
2022-05-30,0,29430.00,6.71221927,0.00000000,0.0000,Flat
2022-05-31,0,31702.00,6.71157688,0.00000000,0.0000,Flat
2022-06-01,0,31756.00,6.72317764,0.00000000,0.0000,Flat
2022-06-02,0,29782.00,6.75139262,0.00000000,0.0000,Flat
2022-06-03,0,30422.50,6.75087517,0.00000000,0.0000,Flat
2022-06-04,0,29664.50,6.75029860,0.00000000,0.0000,Flat
2022-06-05,0,29833.00,6.74979096,0.00000000,0.0000,Flat
2022-06-06,0,29870.50,6.74955338,0.00000000,0.0000,Flat
2022-06-07,0,31333.00,6.74925304,0.00000000,0.0000,Flat
2022-06-08,5000,31110.00,6.74801984,0.16072003,0.0238,Long
2022-06-09,70000,30175.00,6.80424775,2.31980116,0.3409,Long
2022-06-10,70000,30061.50,6.78870399,2.32855979,0.3430,Long
2022-06-11,0,29050.00,6.79624075,0.00000000,0.0000,Flat
2022-06-12,0,28375.00,6.69513069,0.00000000,0.0000,Flat
2022-06-13,10000,26530.00,6.38123393,0.37693178,0.0591,Long
