Date,PositionQty,Price,Balance,PositionValue,PositionRatio,Side
2022-06-14,26000,22429.50,6.38115103,1.15918768,0.1817,Long
2022-06-15,31000,22097.00,6.38123954,1.40290537,0.2198,Long
2022-06-16,25000,22539.50,6.37492221,1.10916391,0.1740,Long
2022-06-17,25000,20355.50,6.34922435,1.22816929,0.1934,Long
2022-06-18,20000,20424.00,6.30473993,0.97924011,0.1553,Long
2022-06-19,27000,18951.50,6.30225761,1.42468934,0.2261,Long
2022-06-20,27000,20535.50,6.30060693,1.31479633,0.2087,Long
2022-06-21,27000,20539.50,6.29743307,1.31454028,0.2087,Long
2022-06-22,27000,20691.50,6.28457688,1.30488365,0.2076,Long
2022-06-23,27000,19965.50,6.27583202,1.35233277,0.2155,Long
2022-06-24,39000,21078.50,6.27381755,1.85022653,0.2949,Long
2022-06-25,47000,21209.00,6.19071730,2.21604036,0.3580,Long
2022-06-26,52000,21473.50,6.18752539,2.42158940,0.3914,Long
2022-06-27,73000,21031.50,6.18385200,3.47098400,0.5613,Long
2022-06-28,83000,20713.50,6.20003270,4.00704854,0.6463,Long
2022-06-29,82000,20250.00,6.19907430,4.04938272,0.6532,Long
2022-06-30,82000,20081.50,6.17002181,4.08336031,0.6618,Long
2022-07-01,130000,19924.00,6.17017940,6.52479422,1.0575,Long
2022-07-02,108000,19256.00,6.18165891,5.60864146,0.9073,Long
2022-07-03,40000,19215.50,6.17882865,2.08165283,0.3369,Long
2022-07-04,102000,19281.50,5.98003472,5.29004486,0.8846,Long
2022-07-05,90000,20201.00,5.97748668,4.45522499,0.7453,Long
2022-07-06,84000,20146.00,5.99163030,4.16956220,0.6959,Long
2022-07-07,58000,20541.50,5.99077642,2.82355232,0.4713,Long
2022-07-08,0,21604.00,6.01317236,0.00000000,0.0000,Flat
2022-07-09,3000,21574.50,6.28383196,0.13905305,0.0221,Long
2022-07-10,3000,21577.00,6.29247147,0.13903694,0.0221,Long
2022-07-11,3000,20835.50,6.29194665,0.14398503,0.0229,Long
2022-07-12,15000,19944.50,6.29151010,0.75208704,0.1195,Long
2022-07-13,21000,19302.00,6.29094869,1.08797016,0.1729,Long
2022-07-14,25000,20214.50,6.29014758,1.23673601,0.1966,Long
2022-07-15,25000,20571.50,6.28976755,1.21527356,0.1932,Long
2022-07-16,3000,20818.00,6.28944423,0.14410606,0.0229,Long
2022-07-17,6000,21182.50,6.33154522,0.28325268,0.0447,Long
2022-07-18,63000,20790.00,6.33027294,3.03030303,0.4787,Long
2022-07-19,15000,22435.00,6.61089446,0.66859817,0.1011,Long
2022-07-20,2000,23391.50,6.75264040,0.08550114,0.0127,Long
2022-07-21,1000,23219.50,6.77820492,0.04306725,0.0064,Long
2022-07-22,1000,23150.00,6.77788898,0.04319654,0.0064,Long
2022-07-23,1000,22679.50,6.77758839,0.04409268,0.0065,Long
2022-07-24,4000,22442.00,6.77734034,0.17823723,0.0263,Long
2022-07-25,6000,22580.00,6.77707160,0.26572188,0.0392,Long
2022-07-26,53000,21280.00,6.77673212,2.49060150,0.3675,Long
2022-07-27,66000,21238.50,6.79182757,3.10756409,0.4575,Long
2022-07-28,8000,22949.00,6.79035857,0.34859907,0.0513,Long
2022-07-29,6000,23841.50,6.89191868,0.25166202,0.0365,Long
2022-07-30,6000,23769.50,6.91086930,0.25242433,0.0365,Long
2022-07-31,-3000,23644.00,6.91060713,0.12688208,-0.0184,Short
2022-08-01,-1000,23299.00,6.94382980,0.04292030,-0.0062,Short
2022-08-02,1000,23264.00,6.94627471,0.04298487,0.0062,Long
2022-08-03,1000,22978.00,6.94618163,0.04351989,0.0063,Long
2022-08-04,3000,22812.50,6.94601160,0.13150685,0.0189,Long
2022-08-05,3000,22603.00,6.94586658,0.13272574,0.0191,Long
2022-08-06,3000,23302.50,6.94574496,0.12874155,0.0185,Long
2022-08-07,3000,22953.50,6.94558724,0.13069902,0.0188,Long
2022-08-08,4000,23168.50,6.94544629,0.17264821,0.0249,Long
2022-08-09,2000,23804.50,6.94879766,0.08401773,0.0121,Long
2022-08-10,6000,23134.50,6.94865082,0.25935291,0.0373,Long
2022-08-11,6000,23952.50,6.94855534,0.25049577,0.0361,Long
2022-08-12,4000,23938.00,6.95284040,0.16709834,0.0240,Long
2022-08-13,6000,24396.00,6.95405645,0.24594196,0.0354,Long
2022-08-14,3000,24444.50,6.97882777,0.12272699,0.0176,Long
2022-08-15,3000,24298.00,6.97879044,0.12346695,0.0177,Long
2022-08-16,3000,24099.50,6.98145873,0.12448391,0.0178,Long
2022-08-17,4000,23842.50,6.98144690,0.16776764,0.0240,Long
2022-08-18,6000,23323.50,6.98237903,0.25725127,0.0368,Long
2022-08-19,8000,23188.50,6.98240338,0.34499860,0.0494,Long
2022-08-20,38000,20818.50,6.98257422,1.82529961,0.2614,Long
2022-08-21,38000,21127.00,6.98333121,1.79864628,0.2576,Long
2022-08-22,38000,21508.00,6.98436235,1.76678445,0.2530,Long
2022-08-23,38000,21390.50,6.98513004,1.77648956,0.2543,Long
2022-08-24,38000,21506.50,6.98494909,1.76690768,0.2530,Long
2022-08-25,36000,21356.00,6.98495400,1.68570893,0.2413,Long
2022-08-26,37000,21552.50,6.98447308,1.71673820,0.2458,Long
2022-08-27,50000,20224.50,6.98467344,2.47224900,0.3540,Long
2022-08-28,50000,20024.50,6.98541833,2.49694125,0.3575,Long
2022-08-29,50000,19552.50,6.98697598,2.55721775,0.3660,Long
2022-08-30,50000,20286.00,6.98887963,2.46475402,0.3527,Long
2022-08-31,50000,19803.00,6.99008151,2.52486997,0.3612,Long
2022-09-01,50000,20032.00,6.99140348,2.49600639,0.3570,Long
2022-09-02,30000,20125.50,6.90279070,1.49064620,0.2159,Long
2022-09-03,40000,19950.00,6.90262284,2.00501253,0.2905,Long
2022-09-04,40000,19821.50,6.90281480,2.01801075,0.2923,Long
2022-09-05,40000,19988.50,6.90316801,2.00115066,0.2899,Long
2022-09-06,50000,19782.50,6.90374133,2.52748641,0.3661,Long
2022-09-07,50000,18775.00,6.90466911,2.66311585,0.3857,Long
2022-09-08,50000,19283.50,6.90454379,2.59289029,0.3755,Long
2022-09-09,60000,19307.00,6.90502261,3.10768115,0.4501,Long
2022-09-10,52000,21363.50,6.90500254,2.43405809,0.3525,Long
2022-09-11,44000,21636.00,6.91739631,2.03364762,0.2940,Long
2022-09-12,21000,21822.00,6.94972062,0.96233159,0.1385,Long
2022-09-13,10800,22395.00,7.00548623,0.48225050,0.0688,Long
2022-09-14,190600,20162.50,7.04384968,9.45319281,1.3420,Long
2022-09-15,234200,20216.00,7.04049848,11.58488326,1.6455,Long
2022-09-16,222200,19694.50,7.00951313,11.28233771,1.6096,Long
2022-09-17,178200,19789.50,7.01488692,9.00477526,1.2837,Long
2022-09-18,178200,20110.00,6.92624970,8.86126305,1.2794,Long
2022-09-19,178200,19414.00,6.93006231,9.17894303,1.3245,Long
2022-09-20,74200,19533.50,6.63330299,3.79860240,0.5727,Long
2022-09-21,0,18869.50,6.47756135,0.00000000,0.0000,Flat
2022-09-22,62000,18450.00,6.22615339,3.36043360,0.5397,Long
2022-09-23,0,19389.50,6.25261189,0.00000000,0.0000,Flat
2022-09-24,0,19280.50,6.25255508,0.00000000,0.0000,Flat
2022-09-25,0,18914.50,6.25249377,0.00000000,0.0000,Flat
2022-09-26,0,18800.00,6.25245847,0.00000000,0.0000,Flat
2022-09-27,0,19218.00,6.25232605,0.00000000,0.0000,Flat
2022-09-28,0,19064.50,6.25224859,0.00000000,0.0000,Flat
2022-09-29,6000,19412.00,6.25214539,0.30908716,0.0494,Long
2022-09-30,42000,19582.50,6.25181312,2.14477212,0.3431,Long
2022-10-01,42000,19414.50,6.26009280,2.16333153,0.3456,Long
2022-10-02,0,19302.00,6.26059212,0.00000000,0.0000,Flat
2022-10-03,0,19041.00,6.24962390,0.00000000,0.0000,Flat
2022-10-04,78000,19625.00,6.25115340,3.97452229,0.6358,Long
2022-10-05,78000,20334.00,6.28521706,3.83593981,0.6103,Long
2022-10-06,94000,20152.50,6.28902211,4.66443369,0.7417,Long
2022-10-07,94000,19950.00,6.29240156,4.71177945,0.7488,Long
2022-10-08,0,19518.00,6.28286077,0.00000000,0.0000,Flat
2022-10-09,-6000,19412.50,6.28251035,0.30907920,-0.0492,Short
2022-10-10,-12000,19437.00,6.28247692,0.61737923,-0.0983,Short
2022-10-11,-42000,19121.50,6.28148093,2.19648040,-0.3497,Short
2022-10-12,-62000,19050.00,6.28107339,3.25459318,-0.5182,Short
2022-10-13,-18000,19150.50,6.30060189,0.93992324,-0.1492,Short
2022-10-14,-104000,19371.00,6.34740344,5.36885034,-0.8458,Short
2022-10-15,-31200,19173.00,6.37759019,1.62728837,-0.2552,Short
2022-10-16,-31200,19054.50,6.37111582,1.63740849,-0.2570,Short
2022-10-17,-43200,19254.50,6.37143963,2.24363136,-0.3521,Short
2022-10-18,-26000,19540.50,6.36928724,1.33056984,-0.2089,Short
2022-10-19,0,19319.50,6.36924000,0.00000000,0.0000,Flat
2022-10-20,0,19120.50,6.38404486,0.00000000,0.0000,Flat
2022-10-21,-80000,19031.50,6.39786467,4.20355726,-0.6570,Short
2022-10-22,0,19160.50,6.39443129,0.00000000,0.0000,Flat
2022-10-23,-60000,19196.50,6.33863157,3.12556977,-0.4931,Short
2022-10-24,267100,19566.50,6.33571710,13.65088289,2.1546,Long
2022-10-25,367100,19326.00,6.02923482,18.99513609,3.1505,Long
2022-10-26,220500,20077.50,6.00607523,10.98244303,1.8286,Long
2022-10-27,51800,20760.00,6.09759071,2.49518304,0.4092,Long
2022-10-28,216800,20289.50,6.81173625,10.68532985,1.5687,Long
2022-10-29,0,20597.50,6.78489839,0.00000000,0.0000,Flat
2022-10-30,100000,20805.50,6.94798768,4.80642138,0.6918,Long
2022-10-31,-1000,20629.50,6.90673429,0.04847427,-0.0070,Short
2022-11-01,30000,20490.00,6.89645499,1.46412884,0.2123,Long
2022-11-02,30000,20470.50,6.83909723,1.46552356,0.2143,Long
2022-11-03,0,20137.50,6.83706418,0.00000000,0.0000,Flat
2022-11-04,0,20200.00,6.77765729,0.00000000,0.0000,Flat
2022-11-05,214500,21136.50,6.78009036,10.14832162,1.4968,Long
2022-11-06,295600,21294.00,7.14681947,13.88184465,1.9424,Long
2022-11-07,615600,20902.50,7.13944972,29.45102260,4.1251,Long
2022-11-08,795600,20578.00,7.12836383,38.66264943,5.4238,Long
2022-11-09,415600,18530.00,6.79051560,22.42849433,3.3029,Long
2022-11-10,-2000,15896.00,1.78870530,0.12581782,-0.0703,Short
2022-11-11,-2000,17548.00,1.78851738,0.11397310,-0.0637,Short
2022-11-12,321000,16998.50,1.80021680,18.88401918,10.4899,Long
2022-11-13,-41000,16779.50,1.98969851,2.44345779,-1.2281,Short
2022-11-14,0,16295.50,1.96999810,0.00000000,0.0000,Flat
2022-11-15,40000,16589.50,2.30053342,2.41116369,1.0481,Long
2022-11-16,120000,16876.00,2.28949517,7.11068974,3.1058,Long
2022-11-17,-60000,16639.50,1.94617556,3.60587758,-1.8528,Short
2022-11-18,120000,16689.50,1.94579941,7.19014950,3.6952,Long
2022-11-19,40000,16668.50,1.99580625,2.39973603,1.2024,Long
2022-11-20,120000,16691.00,1.98864422,7.18950333,3.6153,Long
2022-11-21,0,16260.50,1.93049979,0.00000000,0.0000,Flat
2022-11-22,0,15752.50,1.96810282,0.00000000,0.0000,Flat
2022-11-23,0,16197.00,1.87453331,0.00000000,0.0000,Flat
2022-11-24,110000,16592.00,2.33743853,6.62970106,2.8363,Long
2022-11-25,30000,16583.50,2.39026330,1.80902704,0.7568,Long
2022-11-26,60000,16524.00,2.38540056,3.63108206,1.5222,Long
2022-11-27,60000,16444.00,2.37788393,3.64874726,1.5345,Long
2022-11-28,5000,16422.50,2.40373331,0.30446034,0.1267,Long
2022-11-29,111400,16210.50,2.40308036,6.87208908,2.8597,Long
2022-11-30,26400,16436.50,2.65796097,1.60618136,0.6043,Long
2022-12-01,26400,17160.00,2.72704942,1.53846154,0.5641,Long
2022-12-02,0,16956.50,3.22964274,0.00000000,0.0000,Flat
2022-12-03,0,17083.00,3.40810537,0.00000000,0.0000,Flat
2022-12-04,0,16901.50,3.43949438,0.00000000,0.0000,Flat
2022-12-05,0,17121.50,3.43865797,0.00000000,0.0000,Flat
2022-12-06,315000,16958.00,3.43578411,18.57530369,5.4064,Long
2022-12-07,0,17075.00,3.45044988,0.00000000,0.0000,Flat
2022-12-08,0,16817.50,3.44090306,0.00000000,0.0000,Flat
2022-12-09,75000,17223.00,3.44014309,4.35464205,1.2658,Long
2022-12-10,100000,17118.50,3.43429459,5.84163332,1.7010,Long
2022-12-11,100000,17122.00,3.48386648,5.84043920,1.6764,Long
2022-12-12,100000,17081.50,3.48658989,5.85428680,1.6791,Long
2022-12-13,-395000,17198.50,3.45625987,22.96711923,-6.6451,Short
2022-12-14,407900,17774.50,2.88867633,22.94860615,7.9443,Long
2022-12-15,90000,17811.50,3.24003871,5.05291525,1.5595,Long
2022-12-16,-40000,17351.50,3.61732197,2.30527620,-0.6373,Short
2022-12-17,-60000,16618.50,3.61454610,3.61043415,-0.9989,Short
2022-12-18,-60000,16774.00,3.51927949,3.57696435,-1.0164,Short
2022-12-19,-60000,16744.50,3.49927969,3.58326615,-1.0240,Short
2022-12-20,-60000,16434.50,3.49495003,3.65085643,-1.0446,Short
2022-12-21,0,16891.50,3.49377371,0.00000000,0.0000,Flat
2022-12-22,0,16821.50,3.58684209,0.00000000,0.0000,Flat
2022-12-23,-140000,16809.50,3.59226251,8.32862369,-2.3185,Short
2022-12-24,-140000,16780.50,3.58712437,8.34301719,-2.3258,Short
2022-12-25,-140000,16828.50,3.58597276,8.31922037,-2.3199,Short
2022-12-26,-140000,16819.00,3.58324427,8.32391938,-2.3230,Short
2022-12-27,-140000,16920.00,3.58152621,8.27423168,-2.3103,Short
2022-12-28,-140000,16692.00,3.16954734,8.38725138,-2.6462,Short
2022-12-29,-135000,16537.50,3.16978183,8.16326531,-2.5753,Short
2022-12-30,-115000,16620.00,3.18142579,6.91937425,-2.1749,Short
2022-12-31,-135000,16602.00,3.17999390,8.13155042,-2.5571,Short
2023-01-01,-135000,16522.00,3.19263308,8.17092362,-2.5593,Short
2023-01-02,-135000,16610.00,3.23362907,8.12763396,-2.5135,Short
2023-01-03,-135000,16670.00,3.24736665,8.09838032,-2.4938,Short
2023-01-04,-135000,16656.00,3.24813030,8.10518732,-2.4953,Short
2023-01-05,0,16842.50,3.22237877,0.00000000,0.0000,Flat
2023-01-06,0,16818.00,3.21698868,0.00000000,0.0000,Flat
2023-01-07,0,16947.00,3.22835105,0.00000000,0.0000,Flat
2023-01-08,120000,16940.00,3.22295567,7.08382527,2.1979,Long
2023-01-09,120000,17131.00,3.22038693,7.00484502,2.1752,Long
2023-01-10,200000,17167.50,3.21585747,11.64991991,3.6226,Long
2023-01-11,200000,17442.50,3.21095337,11.46624624,3.5710,Long
2023-01-12,200000,17943.00,3.20588109,11.14640807,3.4769,Long
2023-01-13,200000,18837.50,3.38444899,10.61712011,3.1370,Long
2023-01-14,18000,19920.00,4.12451463,0.90361446,0.2191,Long
2023-01-15,-39100,20948.00,4.30844152,1.86652664,-0.4332,Short
2023-01-16,-39100,20879.00,4.30446948,1.87269505,-0.4351,Short
2023-01-17,-59100,21186.00,4.30397318,2.78957802,-0.6481,Short
2023-01-18,-59100,21118.50,4.30213401,2.79849421,-0.6505,Short
2023-01-19,100000,20671.00,4.26927340,4.83769532,1.1331,Long
2023-01-20,68000,21063.50,4.31673875,3.22833337,0.7479,Long
2023-01-21,-16000,22665.00,4.38671176,0.70593426,-0.1609,Short
2023-01-22,-28000,22778.50,4.53317686,1.22922932,-0.2712,Short
2023-01-23,0,22697.50,4.52848938,0.00000000,0.0000,Flat
2023-01-24,15000,22910.50,4.62832380,0.65472163,0.1415,Long
2023-01-25,25000,22629.50,4.65754927,1.10475265,0.2372,Long
2023-01-26,22000,23055.00,4.65288876,0.95423986,0.2051,Long
2023-01-27,22000,23004.00,4.66789758,0.95635542,0.2049,Long
2023-01-28,1120800,23068.00,4.66326346,48.58678689,10.4191,Long
2023-01-29,-139300,23020.50,4.38717022,6.05112834,-1.3793,Short
2023-01-30,0,23743.50,4.23201653,0.00000000,0.0000,Flat
2023-01-31,-15000,22807.50,4.68638754,0.65767840,-0.1403,Short
2023-02-01,5000,23112.00,4.89969944,0.21633783,0.0442,Long
2023-02-02,-15000,23734.00,4.89610930,0.63200472,-0.1291,Short
2023-02-03,40000,23487.00,5.01749437,1.70306978,0.3394,Long
2023-02-04,50000,23424.00,5.00790389,2.13456284,0.4262,Long
2023-02-05,50000,23298.00,5.01888289,2.14610696,0.4276,Long
2023-02-06,75000,22933.00,5.02822000,3.27039637,0.6504,Long
2023-02-07,85000,22756.00,5.02551589,3.73527861,0.7433,Long
2023-02-08,85000,23230.50,5.02103965,3.65898280,0.7287,Long
2023-02-09,0,22954.50,5.08502368,0.00000000,0.0000,Flat
2023-02-10,75000,21794.00,5.22196359,3.44131412,0.6590,Long
2023-02-11,140000,21620.00,5.24059038,6.47548566,1.2356,Long
2023-02-12,140000,21846.50,5.23843779,6.40834916,1.2233,Long
2023-02-13,725000,21780.00,5.23551317,33.28741965,6.3580,Long
2023-02-14,97900,21769.50,5.00627653,4.49711753,0.8983,Long
2023-02-15,0,22190.00,4.26025793,0.00000000,0.0000,Flat
2023-02-16,0,24352.00,4.29299224,0.00000000,0.0000,Flat
2023-02-17,54000,23512.50,4.43511582,2.29665072,0.5178,Long
2023-02-18,90000,24585.50,4.43003651,3.66069431,0.8263,Long
2023-02-19,0,24638.50,4.59999122,0.00000000,0.0000,Flat
2023-02-20,7000,24272.00,4.59239962,0.28839815,0.0628,Long
2023-02-21,0,24855.00,4.59469022,0.00000000,0.0000,Flat
2023-02-22,18000,24456.50,4.60036885,0.73600065,0.1600,Long
2023-02-23,0,24178.00,4.38688770,0.00000000,0.0000,Flat
2023-02-24,4000,23943.00,4.45723020,0.16706344,0.0375,Long
2023-02-25,72000,23176.50,4.38831087,3.10659504,0.7079,Long
2023-02-26,72000,23154.50,3.76272153,3.10954674,0.8264,Long
2023-02-27,0,23548.50,3.76188348,0.00000000,0.0000,Flat
2023-02-28,40000,23479.50,3.80178664,1.70361379,0.4481,Long
2023-03-01,40000,23130.50,3.80976465,1.72931843,0.4539,Long
2023-03-02,40000,23630.00,3.80932799,1.69276344,0.4444,Long
2023-03-03,40000,23453.50,3.80874721,1.70550238,0.4478,Long
2023-03-04,80000,22351.00,3.89434026,3.57925820,0.9191,Long
2023-03-05,15000,22338.00,3.90853497,0.67150148,0.1718,Long
2023-03-06,15000,22419.00,3.90833970,0.66907534,0.1712,Long
2023-03-07,15000,22396.00,3.90806273,0.66976246,0.1714,Long
2023-03-08,55000,22187.50,3.91255435,2.47887324,0.6336,Long
2023-03-09,40000,21683.50,3.94077300,1.84472064,0.4681,Long
2023-03-10,580000,20347.50,3.93499024,28.50473031,7.2439,Long
2023-03-11,0,20186.50,1.91977104,0.00000000,0.0000,Flat
2023-03-12,0,20606.00,2.05056127,0.00000000,0.0000,Flat
2023-03-13,30000,22179.50,2.06357933,1.35260037,0.6555,Long
2023-03-14,0,24194.00,2.87239972,0.00000000,0.0000,Flat
2023-03-15,365300,24733.50,3.09232162,14.76944225,4.7762,Long
2023-03-16,79000,24344.50,3.54095236,3.24508616,0.9164,Long
2023-03-17,0,25031.50,3.57562840,0.00000000,0.0000,Flat
2023-03-18,287700,27437.00,3.61123094,10.48584029,2.9037,Long
2023-03-19,15000,26966.00,3.87251209,0.55625603,0.1436,Long
2023-03-20,0,28015.50,3.89144939,0.00000000,0.0000,Flat
2023-03-21,0,27790.50,3.94347201,0.00000000,0.0000,Flat
2023-03-22,0,28161.50,3.94200073,0.00000000,0.0000,Flat
2023-03-23,15000,27290.50,4.12009850,0.54964182,0.1334,Long
2023-03-24,5000,28330.00,4.19059096,0.17649135,0.0421,Long
2023-03-25,40000,27477.50,4.42466039,1.45573651,0.3290,Long
2023-03-26,40000,27477.00,4.42080724,1.45576300,0.3293,Long
2023-03-27,0,27980.00,4.39717337,0.00000000,0.0000,Flat
2023-03-28,15000,27134.50,4.39717337,0.55280178,0.1257,Long
2023-03-29,15000,27252.00,4.39328474,0.55041832,0.1253,Long
2023-03-30,15000,28351.50,4.38197529,0.52907254,0.1207,Long
2023-03-31,0,28017.00,4.73017988,0.00000000,0.0000,Flat
2023-04-01,0,28462.50,4.83462004,0.00000000,0.0000,Flat
2023-04-02,0,28450.00,4.83496376,0.00000000,0.0000,Flat
2023-04-03,0,28160.00,4.83501513,0.00000000,0.0000,Flat
2023-04-04,0,27795.00,4.83506641,0.00000000,0.0000,Flat
2023-04-05,0,28155.00,4.85707521,0.00000000,0.0000,Flat
2023-04-06,0,28162.00,4.94863693,0.00000000,0.0000,Flat
2023-04-07,0,28022.00,5.08012237,0.00000000,0.0000,Flat
2023-04-08,0,27899.00,5.08012237,0.00000000,0.0000,Flat
2023-04-09,0,27937.50,5.08012237,0.00000000,0.0000,Flat
2023-04-10,0,28325.50,5.08426271,0.00000000,0.0000,Flat
2023-04-11,45000,29659.00,5.03765747,1.51724603,0.3012,Long
2023-04-12,45000,30223.00,5.08514783,1.48893227,0.2928,Long
2023-04-13,-15000,29902.50,5.07445856,0.50163030,-0.0989,Short
2023-04-14,-35000,30387.00,5.14884853,1.15180834,-0.2237,Short
2023-04-15,-50000,30465.00,5.23584079,1.64122764,-0.3135,Short
2023-04-16,-50000,30299.50,5.26489688,1.65019225,-0.3134,Short
2023-04-17,-50000,30324.50,5.27036459,1.64883180,-0.3128,Short
2023-04-18,-50000,29424.50,5.38034528,1.69926422,-0.3158,Short
2023-04-19,-50000,30375.50,5.42480023,1.64606344,-0.3034,Short
2023-04-20,-50000,28784.00,5.43050837,1.73707615,-0.3199,Short
2023-04-21,-10000,28230.00,5.44682982,0.35423309,-0.0650,Short
2023-04-22,240000,27261.00,5.29397084,8.80378563,1.6630,Long
2023-04-23,-14800,27805.00,5.36481007,0.53227837,-0.0992,Short
2023-04-24,-9900,27577.00,5.44224574,0.35899481,-0.0660,Short
2023-04-25,0,27488.50,5.47046772,0.00000000,0.0000,Flat
2023-04-26,-35000,28283.50,5.47164941,1.23747061,-0.2262,Short
2023-04-27,-74200,28407.50,5.49169611,2.61198627,-0.4756,Short
2023-04-28,0,29463.50,5.17858555,0.00000000,0.0000,Flat
2023-04-29,0,29311.50,5.07957545,0.00000000,0.0000,Flat
2023-04-30,0,29230.50,5.07938079,0.00000000,0.0000,Flat
2023-05-01,0,29242.00,5.07920619,0.00000000,0.0000,Flat
2023-05-02,156200,28063.50,5.09801740,5.56594865,1.0918,Long
2023-05-03,156200,28679.00,5.09597678,5.44649395,1.0688,Long
2023-05-04,60000,29044.50,5.22547822,2.06579559,0.3953,Long
2023-05-05,78000,28844.00,5.10403169,2.70420191,0.5298,Long
2023-05-06,78000,29524.50,5.12697371,2.64187370,0.5153,Long
2023-05-07,0,28906.50,5.15321742,0.00000000,0.0000,Flat
2023-05-08,0,28497.00,5.06494986,0.00000000,0.0000,Flat
2023-05-09,0,27756.50,5.06492338,0.00000000,0.0000,Flat
2023-05-10,0,27627.00,5.06581651,0.00000000,0.0000,Flat
2023-05-11,0,27597.50,5.06736336,0.00000000,0.0000,Flat
2023-05-12,30000,26969.00,5.07209237,1.11238830,0.2193,Long
2023-05-13,15000,26782.00,5.05098044,0.56007766,0.1109,Long
2023-05-14,15000,26768.00,5.06264792,0.56037059,0.1107,Long
2023-05-15,15000,26921.00,5.06250921,0.55718584,0.1101,Long
2023-05-16,15000,27154.00,5.07277781,0.55240480,0.1089,Long
2023-05-17,15000,27018.00,5.07536509,0.55518543,0.1094,Long
2023-05-18,15000,27397.50,5.07500015,0.54749521,0.1079,Long
2023-05-19,165000,26810.00,5.07806063,6.15441999,1.2120,Long
2023-05-20,102000,26879.00,5.13632789,3.79478403,0.7388,Long
2023-05-21,102000,27094.00,5.11662912,3.76467114,0.7358,Long
2023-05-22,108000,26745.00,5.15910504,4.03813797,0.7827,Long
2023-05-23,108000,26848.00,5.15933920,4.02264601,0.7797,Long
2023-05-24,108000,27207.50,5.19023149,3.96949371,0.7648,Long
2023-05-25,0,26320.00,5.06736472,0.00000000,0.0000,Flat
2023-05-26,-6000,26461.00,5.06953429,0.22674880,-0.0447,Short
2023-05-27,-24000,26706.50,5.07123188,0.89865763,-0.1772,Short
2023-05-28,-24000,26859.50,5.07185651,0.89353860,-0.1762,Short
2023-05-29,6000,28071.50,5.05574686,0.21373991,0.0423,Long
2023-05-30,6000,27733.00,5.05740833,0.21634875,0.0428,Long
2023-05-31,-64000,27704.00,5.05734359,2.31013572,-0.4568,Short
2023-06-01,-64000,27204.00,5.10323807,2.35259521,-0.4610,Short
2023-06-02,0,26812.50,5.13420155,0.00000000,0.0000,Flat
2023-06-03,32000,27235.00,5.12621762,1.17495869,0.2292,Long
2023-06-04,32000,27061.00,5.14137419,1.18251358,0.2300,Long
2023-06-05,96000,27104.00,5.14266519,3.54191263,0.6887,Long
2023-06-06,115500,25720.00,5.15352872,4.49066874,0.8714,Long
2023-06-07,0,27229.00,4.99118729,0.00000000,0.0000,Flat
2023-06-08,16000,26336.50,5.12074287,0.60752188,0.1186,Long
2023-06-09,16000,26500.00,5.12725457,0.60377358,0.1178,Long
2023-06-10,16000,26463.50,5.13373075,0.60460634,0.1178,Long
2023-06-11,80000,25837.50,5.12298583,3.09627479,0.6044,Long
2023-06-12,32000,25926.00,5.10705358,1.23428219,0.2417,Long
2023-06-13,0,25901.00,5.00975990,0.00000000,0.0000,Flat
2023-06-14,0,25922.50,5.00888983,0.00000000,0.0000,Flat
2023-06-15,0,25108.50,5.00912563,0.00000000,0.0000,Flat
2023-06-16,-16000,25575.50,4.56968402,0.62559872,-0.1369,Short
2023-06-17,64000,26335.00,4.55458759,2.43022594,0.5336,Long
2023-06-18,64000,26497.50,4.74408345,2.41532220,0.5091,Long
2023-06-19,0,26331.50,4.67853007,0.00000000,0.0000,Flat
2023-06-20,20000,26820.50,4.65821831,0.74569825,0.1601,Long
2023-06-21,56000,28310.50,4.66707467,1.97806468,0.4238,Long
2023-06-22,56000,30004.00,4.84106955,1.86641781,0.3855,Long
2023-06-23,56000,29886.00,4.98388877,1.87378706,0.3760,Long
2023-06-24,56000,30698.00,4.98249625,1.82422308,0.3661,Long
2023-06-25,6000,30535.50,4.99619867,0.19649261,0.0393,Long
2023-06-26,6000,30470.50,4.99581793,0.19691177,0.0394,Long
2023-06-27,46000,30250.50,4.99522361,1.52063602,0.3044,Long
2023-06-28,0,30684.50,4.98958786,0.00000000,0.0000,Flat
2023-06-29,0,30058.00,5.01640415,0.00000000,0.0000,Flat
2023-06-30,0,30435.00,4.99101198,0.00000000,0.0000,Flat
2023-07-01,140000,30464.50,5.01287011,4.59551281,0.9167,Long
2023-07-02,20000,30587.00,4.94746800,0.65387256,0.1322,Long
2023-07-03,20000,30607.00,4.94719288,0.65344529,0.1321,Long
2023-07-04,120000,31154.50,4.94696608,3.85177101,0.7786,Long
2023-07-05,120000,30751.50,4.98771929,3.90224867,0.7824,Long
2023-07-06,19400,30485.50,4.91704676,0.63636811,0.1294,Long
2023-07-07,0,29888.00,4.91847949,0.00000000,0.0000,Flat
2023-07-08,0,30344.50,4.84767452,0.00000000,0.0000,Flat
2023-07-09,-33200,30274.50,4.84760446,1.09663248,-0.2262,Short
2023-07-10,-33200,30162.00,4.84843347,1.10072276,-0.2270,Short
2023-07-11,0,30415.50,4.85218437,0.00000000,0.0000,Flat
2023-07-12,0,30615.50,4.88294971,0.00000000,0.0000,Flat
2023-07-13,0,30371.50,4.88286124,0.00000000,0.0000,Flat
