Timestamp,Symbol,Open,High,Low,Close,Volume,Trades
2015-12-02T00:00:00Z,XBTUSD,381.43,384.75,347.03,364.10,2092391,3504
2015-12-03T00:00:00Z,XBTUSD,364.10,367.18,346.67,359.96,1896192,2923
2015-12-04T00:00:00Z,XBTUSD,359.96,372.70,355.00,362.32,1909147,2656
2015-12-05T00:00:00Z,XBTUSD,362.32,365.38,353.21,364.20,1174333,1674
2015-12-06T00:00:00Z,XBTUSD,364.20,395.00,363.35,394.00,1884756,2848
2015-12-07T00:00:00Z,XBTUSD,394.00,407.51,387.00,390.04,1995480,3651
2015-12-08T00:00:00Z,XBTUSD,390.04,405.62,384.00,396.70,1632998,2887
2015-12-09T00:00:00Z,XBTUSD,396.70,425.15,390.00,423.00,1589423,2125
2015-12-10T00:00:00Z,XBTUSD,423.00,428.70,407.50,422.14,3017529,4277
2015-12-11T00:00:00Z,XBTUSD,422.14,424.99,411.16,416.22,1725214,2702
2015-12-12T00:00:00Z,XBTUSD,416.22,463.78,416.64,460.00,5284695,7412
2015-12-13T00:00:00Z,XBTUSD,460.00,482.76,418.27,440.34,5297714,7939
2015-12-14T00:00:00Z,XBTUSD,440.34,449.80,419.99,437.50,2447010,4297
2015-12-15T00:00:00Z,XBTUSD,437.50,453.50,432.48,448.89,2231778,3209
2015-12-16T00:00:00Z,XBTUSD,448.89,471.00,447.48,469.98,3419075,4956
2015-12-17T00:00:00Z,XBTUSD,469.98,470.08,404.00,458.04,4154136,4348
2015-12-18T00:00:00Z,XBTUSD,458.04,459.76,446.17,456.36,1152674,2024
2015-12-19T00:00:00Z,XBTUSD,456.36,468.33,443.05,464.96,1493527,2854
2015-12-20T00:00:00Z,XBTUSD,464.96,467.50,451.37,461.60,1481469,2303
2015-12-21T00:00:00Z,XBTUSD,461.60,462.81,429.24,443.29,2584113,4398
2015-12-22T00:00:00Z,XBTUSD,443.29,446.00,423.70,439.31,2103651,3628
2015-12-23T00:00:00Z,XBTUSD,439.31,443.39,433.47,436.56,829379,1821
2015-12-24T00:00:00Z,XBTUSD,436.56,446.00,435.57,445.26,560732,1487
2015-12-25T00:00:00Z,XBTUSD,445.26,459.31,439.49,457.33,1020329,1839
2015-12-26T00:00:00Z,XBTUSD,457.33,461.56,448.48,455.44,612453,1396
2015-12-27T00:00:00Z,XBTUSD,455.44,458.45,402.86,416.76,2993927,5382
2015-12-28T00:00:00Z,XBTUSD,416.76,433.95,407.83,426.82,1267415,2952
2015-12-29T00:00:00Z,XBTUSD,426.82,432.67,417.87,422.50,1865178,3142
2015-12-30T00:00:00Z,XBTUSD,422.50,434.97,418.26,434.00,1033533,2076
2015-12-31T00:00:00Z,XBTUSD,434.00,434.47,419.97,424.00,841044,1021
2016-01-01T00:00:00Z,XBTUSD,424.00,434.23,415.99,430.76,1072844,1125
2016-01-02T00:00:00Z,XBTUSD,430.76,436.70,426.37,435.99,478071,757
2016-01-03T00:00:00Z,XBTUSD,435.99,438.00,429.25,435.00,729519,695
2016-01-04T00:00:00Z,XBTUSD,435.00,435.40,422.14,429.79,1218222,1133
2016-01-05T00:00:00Z,XBTUSD,429.79,436.44,427.50,432.30,798056,848
2016-01-06T00:00:00Z,XBTUSD,432.30,434.97,429.00,432.57,480736,873
2016-01-07T00:00:00Z,XBTUSD,432.57,432.20,425.01,428.72,555455,699
2016-01-08T00:00:00Z,XBTUSD,428.72,464.04,426.12,461.02,3420928,4200
2016-01-09T00:00:00Z,XBTUSD,461.02,469.49,445.42,453.53,2973447,4139
2016-01-10T00:00:00Z,XBTUSD,453.53,454.81,444.86,450.00,1608658,2572
2016-01-11T00:00:00Z,XBTUSD,450.00,450.75,439.01,450.50,1316820,2367
2016-01-12T00:00:00Z,XBTUSD,450.50,454.89,445.28,450.43,2075229,2429
2016-01-13T00:00:00Z,XBTUSD,450.43,453.35,430.00,431.45,1762340,2079
2016-01-14T00:00:00Z,XBTUSD,431.45,438.01,420.48,429.94,2324192,2919
2016-01-15T00:00:00Z,XBTUSD,429.94,432.92,425.76,427.87,651926,1411
2016-01-16T00:00:00Z,XBTUSD,427.87,428.31,360.00,360.00,2562104,3975
2016-01-17T00:00:00Z,XBTUSD,360.00,391.44,350.83,388.60,2530911,4332
2016-01-18T00:00:00Z,XBTUSD,388.60,392.62,377.33,380.00,1923597,2694
2016-01-19T00:00:00Z,XBTUSD,380.00,389.10,373.16,384.53,1207683,1898
2016-01-20T00:00:00Z,XBTUSD,384.53,387.90,375.99,376.74,1139997,1784
2016-01-21T00:00:00Z,XBTUSD,376.74,428.00,372.99,421.44,2780268,4600
2016-01-22T00:00:00Z,XBTUSD,421.44,424.73,404.20,411.76,1709469,2986
2016-01-23T00:00:00Z,XBTUSD,411.76,412.26,368.01,381.80,3898698,4083
2016-01-24T00:00:00Z,XBTUSD,381.80,396.50,380.58,387.01,2642327,2597
2016-01-25T00:00:00Z,XBTUSD,387.01,408.79,386.21,403.67,1659215,2373
2016-01-26T00:00:00Z,XBTUSD,403.67,404.51,388.17,389.00,2331402,2284
2016-01-27T00:00:00Z,XBTUSD,389.00,397.01,386.98,391.55,1281634,1780
2016-01-28T00:00:00Z,XBTUSD,391.55,397.92,391.31,395.63,340083,773
2016-01-29T00:00:00Z,XBTUSD,395.63,394.94,375.42,380.00,1200822,1669
2016-01-30T00:00:00Z,XBTUSD,380.00,385.58,361.00,377.35,2298885,3400
2016-01-31T00:00:00Z,XBTUSD,377.35,383.43,373.00,376.95,964099,1229
2016-02-01T00:00:00Z,XBTUSD,376.95,379.00,360.01,364.99,711509,1458
2016-02-02T00:00:00Z,XBTUSD,364.99,378.56,364.99,371.62,1783415,2167
2016-02-03T00:00:00Z,XBTUSD,371.62,376.13,369.99,372.69,637209,1102
2016-02-04T00:00:00Z,XBTUSD,372.69,373.90,365.71,369.78,1088239,1871
2016-02-05T00:00:00Z,XBTUSD,369.78,395.00,369.31,389.49,1487389,2193
2016-02-06T00:00:00Z,XBTUSD,389.49,398.98,384.59,385.39,914820,1237
2016-02-07T00:00:00Z,XBTUSD,385.39,386.18,371.00,374.30,1488034,1332
2016-02-08T00:00:00Z,XBTUSD,374.30,380.29,373.01,375.74,497376,597
2016-02-09T00:00:00Z,XBTUSD,375.74,381.44,370.89,371.86,1034043,931
2016-02-10T00:00:00Z,XBTUSD,371.86,377.80,371.15,375.55,184439,317
2016-02-11T00:00:00Z,XBTUSD,375.55,385.93,374.82,381.39,347574,479
2016-02-12T00:00:00Z,XBTUSD,381.39,383.00,374.00,378.20,482977,714
2016-02-13T00:00:00Z,XBTUSD,378.20,384.56,377.47,382.22,716688,571
2016-02-14T00:00:00Z,XBTUSD,382.22,395.00,382.11,394.85,924733,1006
2016-02-15T00:00:00Z,XBTUSD,394.85,409.40,394.33,408.92,1162021,1501
2016-02-16T00:00:00Z,XBTUSD,408.92,413.99,392.00,399.17,1986806,1497
2016-02-17T00:00:00Z,XBTUSD,399.17,410.00,397.17,406.60,1735067,1048
2016-02-18T00:00:00Z,XBTUSD,406.60,422.20,403.57,414.99,1568296,1240
2016-02-19T00:00:00Z,XBTUSD,414.99,426.11,414.50,420.77,1050982,1124
2016-02-20T00:00:00Z,XBTUSD,420.77,422.19,412.00,419.71,843415,862
2016-02-21T00:00:00Z,XBTUSD,419.71,447.00,420.33,438.98,2922733,2685
2016-02-22T00:00:00Z,XBTUSD,438.98,451.61,427.50,439.87,2183112,2354
2016-02-23T00:00:00Z,XBTUSD,439.87,442.23,430.35,439.19,862594,1720
2016-02-24T00:00:00Z,XBTUSD,439.19,442.23,413.57,420.07,1412797,1977
2016-02-25T00:00:00Z,XBTUSD,420.07,426.83,410.65,424.52,786934,1326
2016-02-26T00:00:00Z,XBTUSD,424.52,431.11,418.80,424.46,1013217,884
2016-02-27T00:00:00Z,XBTUSD,424.46,434.33,418.45,434.02,757074,930
2016-02-28T00:00:00Z,XBTUSD,434.02,436.10,429.70,432.04,660402,705
2016-02-29T00:00:00Z,XBTUSD,432.04,436.00,423.18,433.99,736904,1355
2016-03-01T00:00:00Z,XBTUSD,433.99,442.79,431.52,435.96,877171,1229
2016-03-02T00:00:00Z,XBTUSD,435.96,440.38,424.50,433.55,718888,877
2016-03-03T00:00:00Z,XBTUSD,433.55,435.53,421.92,423.80,584575,738
2016-03-04T00:00:00Z,XBTUSD,423.80,424.01,417.80,419.99,652635,617
2016-03-05T00:00:00Z,XBTUSD,419.99,423.33,407.35,408.68,734758,673
2016-03-06T00:00:00Z,XBTUSD,408.68,410.03,390.08,398.01,1053709,1008
2016-03-07T00:00:00Z,XBTUSD,398.01,410.38,392.76,404.08,507708,1418
2016-03-08T00:00:00Z,XBTUSD,404.08,414.58,402.28,412.92,550935,707
2016-03-09T00:00:00Z,XBTUSD,412.92,415.24,409.02,412.49,260292,297
2016-03-10T00:00:00Z,XBTUSD,412.49,414.15,408.10,413.64,218286,497
2016-03-11T00:00:00Z,XBTUSD,413.64,418.08,411.06,418.03,316241,226
2016-03-12T00:00:00Z,XBTUSD,418.03,423.48,416.61,421.87,648801,424
2016-03-13T00:00:00Z,XBTUSD,421.87,421.96,407.23,411.40,878204,451
2016-03-14T00:00:00Z,XBTUSD,411.40,416.17,411.17,412.58,147641,212
2016-03-15T00:00:00Z,XBTUSD,412.58,416.01,412.58,415.68,153706,168
2016-03-16T00:00:00Z,XBTUSD,415.68,418.05,413.25,415.53,168834,185
2016-03-17T00:00:00Z,XBTUSD,415.53,417.73,413.47,416.86,118770,145
2016-03-18T00:00:00Z,XBTUSD,416.86,419.46,417.00,419.20,124519,121
2016-03-19T00:00:00Z,XBTUSD,419.20,418.60,402.49,408.68,406058,379
2016-03-20T00:00:00Z,XBTUSD,408.68,409.81,403.68,409.25,316965,302
2016-03-21T00:00:00Z,XBTUSD,409.25,412.55,406.81,412.24,258957,288
2016-03-22T00:00:00Z,XBTUSD,412.24,412.25,407.53,412.25,239995,237
2016-03-23T00:00:00Z,XBTUSD,412.25,417.77,411.18,416.99,233530,240
2016-03-24T00:00:00Z,XBTUSD,416.99,419.00,414.55,416.57,440562,259
2016-03-25T00:00:00Z,XBTUSD,416.57,418.36,412.41,415.67,375917,224
2016-03-26T00:00:00Z,XBTUSD,415.67,416.84,410.88,415.82,298790,215
2016-03-27T00:00:00Z,XBTUSD,415.82,418.40,413.45,416.50,214610,141
2016-03-28T00:00:00Z,XBTUSD,416.50,433.97,415.82,425.50,1055387,704
2016-03-29T00:00:00Z,XBTUSD,425.50,427.76,421.73,422.46,500286,301
2016-03-30T00:00:00Z,XBTUSD,422.46,425.09,406.90,414.58,554114,486
2016-03-31T00:00:00Z,XBTUSD,414.58,414.99,408.62,412.09,271640,370
2016-04-01T00:00:00Z,XBTUSD,412.09,416.75,412.08,415.49,277938,294
2016-04-02T00:00:00Z,XBTUSD,415.49,417.04,413.39,417.04,155005,100
2016-04-03T00:00:00Z,XBTUSD,417.04,422.07,417.03,420.00,276964,190
2016-04-04T00:00:00Z,XBTUSD,420.00,420.69,416.60,419.60,217898,179
2016-04-05T00:00:00Z,XBTUSD,419.60,420.52,417.64,419.55,151366,193
2016-04-06T00:00:00Z,XBTUSD,419.55,423.98,419.28,423.24,196764,214
2016-04-07T00:00:00Z,XBTUSD,423.24,423.52,420.96,422.04,169323,166
2016-04-08T00:00:00Z,XBTUSD,422.04,422.37,417.92,421.40,136234,147
2016-04-09T00:00:00Z,XBTUSD,421.40,423.51,415.00,417.99,333475,326
2016-04-10T00:00:00Z,XBTUSD,417.99,418.21,412.14,418.21,309777,228
2016-04-11T00:00:00Z,XBTUSD,418.21,422.19,416.59,421.16,162242,153
2016-04-12T00:00:00Z,XBTUSD,421.16,423.43,418.86,423.00,166892,97
2016-04-13T00:00:00Z,XBTUSD,423.00,428.24,422.92,425.63,303902,582
2016-04-14T00:00:00Z,XBTUSD,425.63,427.50,421.65,424.11,175775,174
2016-04-15T00:00:00Z,XBTUSD,424.11,425.62,423.38,425.31,112112,113
2016-04-16T00:00:00Z,XBTUSD,425.31,436.97,424.91,430.25,417871,533
2016-04-17T00:00:00Z,XBTUSD,430.25,434.97,429.26,431.23,358783,237
2016-04-18T00:00:00Z,XBTUSD,431.23,432.21,425.33,428.04,244919,173
2016-04-19T00:00:00Z,XBTUSD,428.04,430.38,427.27,430.38,139790,112
2016-04-20T00:00:00Z,XBTUSD,430.38,438.85,428.56,437.03,226325,206
2016-04-21T00:00:00Z,XBTUSD,437.03,446.49,434.82,443.70,710504,562
2016-04-22T00:00:00Z,XBTUSD,443.70,453.63,441.61,451.61,1047914,827
2016-04-23T00:00:00Z,XBTUSD,451.61,451.94,444.23,448.00,764968,602
2016-04-24T00:00:00Z,XBTUSD,448.00,454.75,445.82,454.75,956624,776
2016-04-25T00:00:00Z,XBTUSD,454.75,467.12,447.81,464.32,2135164,1480
2016-04-26T00:00:00Z,XBTUSD,464.32,472.32,455.56,463.03,1222200,1141
2016-04-27T00:00:00Z,XBTUSD,463.03,473.39,462.63,468.43,943793,1134
2016-04-28T00:00:00Z,XBTUSD,468.43,469.99,443.03,445.11,1385867,1205
2016-04-29T00:00:00Z,XBTUSD,445.11,450.36,433.00,450.22,1049334,1011
2016-04-30T00:00:00Z,XBTUSD,450.22,457.17,445.79,456.39,607830,572
2016-05-01T00:00:00Z,XBTUSD,456.39,456.39,445.52,446.70,309677,382
2016-05-02T00:00:00Z,XBTUSD,446.70,452.80,446.57,451.41,311584,262
2016-05-03T00:00:00Z,XBTUSD,451.41,452.52,437.06,443.59,891501,962
2016-05-04T00:00:00Z,XBTUSD,443.59,451.46,439.66,449.75,416444,383
2016-05-05T00:00:00Z,XBTUSD,449.75,449.70,444.07,446.95,311163,292
2016-05-06T00:00:00Z,XBTUSD,446.95,450.12,445.43,448.09,414141,304
2016-05-07T00:00:00Z,XBTUSD,448.09,463.90,447.10,459.91,440302,414
2016-05-08T00:00:00Z,XBTUSD,459.91,462.47,457.38,459.52,311135,358
2016-05-09T00:00:00Z,XBTUSD,459.52,460.62,455.61,459.90,288704,214
2016-05-10T00:00:00Z,XBTUSD,459.90,465.51,456.50,462.23,291938,325
2016-05-11T00:00:00Z,XBTUSD,462.23,463.49,445.60,450.60,416197,415
2016-05-12T00:00:00Z,XBTUSD,450.60,454.33,450.33,451.56,218195,161
2016-05-13T00:00:00Z,XBTUSD,451.56,455.30,446.40,454.75,338949,380
2016-05-14T00:00:00Z,XBTUSD,454.75,457.72,452.56,456.49,374620,303
2016-05-15T00:00:00Z,XBTUSD,456.49,458.43,454.69,455.81,650624,484
2016-05-16T00:00:00Z,XBTUSD,455.81,459.60,454.84,457.75,547849,660
2016-05-17T00:00:00Z,XBTUSD,457.75,458.82,450.33,452.70,974502,874
2016-05-18T00:00:00Z,XBTUSD,452.70,454.38,451.65,452.75,569805,553
2016-05-19T00:00:00Z,XBTUSD,452.75,456.25,452.07,454.01,376248,448
2016-05-20T00:00:00Z,XBTUSD,454.01,454.23,432.86,433.00,2140400,1440
2016-05-21T00:00:00Z,XBTUSD,433.00,442.67,432.38,440.36,1143359,654
2016-05-22T00:00:00Z,XBTUSD,440.36,441.70,437.26,440.49,511318,294
2016-05-23T00:00:00Z,XBTUSD,440.49,440.98,434.81,436.61,1184607,665
2016-05-24T00:00:00Z,XBTUSD,436.61,443.35,435.81,442.30,1074909,984
2016-05-25T00:00:00Z,XBTUSD,442.30,445.44,441.64,443.06,773484,510
2016-05-26T00:00:00Z,XBTUSD,443.06,449.58,443.32,447.01,1136596,848
2016-05-27T00:00:00Z,XBTUSD,447.01,453.82,445.00,453.75,1240088,1257
2016-05-28T00:00:00Z,XBTUSD,453.75,485.95,453.75,474.55,3907916,3835
2016-05-29T00:00:00Z,XBTUSD,474.55,544.95,473.44,531.00,7109386,5761
2016-05-30T00:00:00Z,XBTUSD,531.00,571.00,512.49,536.74,5516528,6529
2016-05-31T00:00:00Z,XBTUSD,536.74,562.00,531.01,545.03,2986123,3961
2016-06-01T00:00:00Z,XBTUSD,545.03,552.48,520.00,537.01,4405265,3572
2016-06-02T00:00:00Z,XBTUSD,537.01,550.50,527.03,542.00,2706525,1837
2016-06-03T00:00:00Z,XBTUSD,542.00,546.36,533.52,542.02,1279430,1434
2016-06-04T00:00:00Z,XBTUSD,542.02,581.53,539.23,574.02,4368529,2960
2016-06-05T00:00:00Z,XBTUSD,574.02,596.20,565.17,574.26,3878502,4092
2016-06-06T00:00:00Z,XBTUSD,574.26,590.89,569.41,578.75,2155101,3325
2016-06-07T00:00:00Z,XBTUSD,578.75,596.59,577.43,591.59,2610125,3916
2016-06-08T00:00:00Z,XBTUSD,591.59,600.99,571.01,579.01,3652548,4078
2016-06-09T00:00:00Z,XBTUSD,579.01,589.60,572.79,586.86,3103739,3524
2016-06-10T00:00:00Z,XBTUSD,586.86,586.91,571.50,578.95,3180193,3616
2016-06-11T00:00:00Z,XBTUSD,578.95,585.59,575.00,582.28,2654189,2055
2016-06-12T00:00:00Z,XBTUSD,582.28,627.89,581.95,624.96,2849180,3173
2016-06-13T00:00:00Z,XBTUSD,624.96,702.50,616.69,682.99,11119434,10536
2016-06-14T00:00:00Z,XBTUSD,682.99,749.00,673.37,709.68,10063692,8391
2016-06-15T00:00:00Z,XBTUSD,709.68,707.86,659.00,684.07,6955671,5102
2016-06-16T00:00:00Z,XBTUSD,684.07,700.00,670.51,691.34,4030472,4869
2016-06-17T00:00:00Z,XBTUSD,691.34,788.00,696.80,773.68,10178172,8104
2016-06-18T00:00:00Z,XBTUSD,773.68,782.89,708.96,748.78,9244522,5925
2016-06-19T00:00:00Z,XBTUSD,748.78,791.68,721.51,753.90,8891191,4271
2016-06-20T00:00:00Z,XBTUSD,753.90,778.00,741.19,765.91,5381788,2881
2016-06-21T00:00:00Z,XBTUSD,765.91,767.00,723.06,737.00,7213672,3342
2016-06-22T00:00:00Z,XBTUSD,737.00,750.00,628.29,668.64,14736687,6451
2016-06-23T00:00:00Z,XBTUSD,668.64,682.06,584.00,603.99,8922536,4262
2016-06-24T00:00:00Z,XBTUSD,603.99,627.40,552.50,618.21,13999736,6751
2016-06-25T00:00:00Z,XBTUSD,618.21,681.06,617.88,666.32,9089269,5048
2016-06-26T00:00:00Z,XBTUSD,666.32,695.40,629.44,663.05,7906033,5091
2016-06-27T00:00:00Z,XBTUSD,663.05,664.71,598.59,627.50,6574603,4478
2016-06-28T00:00:00Z,XBTUSD,627.50,666.98,614.94,659.17,6750387,4415
2016-06-29T00:00:00Z,XBTUSD,659.17,663.79,631.85,646.55,4347746,2366
2016-06-30T00:00:00Z,XBTUSD,646.55,648.00,617.68,641.32,4200081,2525
2016-07-01T00:00:00Z,XBTUSD,641.32,679.95,635.01,676.33,6088511,3598
2016-07-02T00:00:00Z,XBTUSD,676.33,688.36,667.00,677.30,4941252,2406
2016-07-03T00:00:00Z,XBTUSD,677.30,706.70,676.72,706.00,5198429,4888
2016-07-04T00:00:00Z,XBTUSD,706.00,707.10,641.13,656.42,8572721,4601
2016-07-05T00:00:00Z,XBTUSD,656.42,682.33,641.00,679.75,3858157,1987
2016-07-06T00:00:00Z,XBTUSD,679.75,680.39,660.89,665.96,3436515,2009
2016-07-07T00:00:00Z,XBTUSD,665.96,683.38,667.02,677.00,2410459,2656
2016-07-08T00:00:00Z,XBTUSD,677.00,683.00,606.42,636.91,9343010,6922
2016-07-09T00:00:00Z,XBTUSD,636.91,665.34,631.02,661.60,4506702,1908
2016-07-10T00:00:00Z,XBTUSD,661.60,664.54,622.00,647.32,6275406,2559
2016-07-11T00:00:00Z,XBTUSD,647.32,652.67,634.91,650.49,3043916,1488
2016-07-12T00:00:00Z,XBTUSD,650.49,660.19,640.00,647.22,3628843,1659
2016-07-13T00:00:00Z,XBTUSD,647.22,677.52,645.19,668.00,4193927,1999
2016-07-14T00:00:00Z,XBTUSD,668.00,667.99,650.95,652.76,1887767,1319
2016-07-15T00:00:00Z,XBTUSD,652.76,665.37,648.00,657.51,2503010,1078
2016-07-16T00:00:00Z,XBTUSD,657.51,670.67,657.83,663.05,1986904,987
2016-07-17T00:00:00Z,XBTUSD,663.05,670.00,652.61,660.94,1497798,680
2016-07-18T00:00:00Z,XBTUSD,660.94,689.21,660.58,682.82,3502003,1670
2016-07-19T00:00:00Z,XBTUSD,682.82,685.24,663.21,674.20,3418478,1659
2016-07-20T00:00:00Z,XBTUSD,674.20,676.85,667.00,675.24,1384098,855
2016-07-21T00:00:00Z,XBTUSD,675.24,675.13,655.32,665.21,1879106,1018
2016-07-22T00:00:00Z,XBTUSD,665.21,667.73,655.00,664.59,1436203,689
2016-07-23T00:00:00Z,XBTUSD,664.59,668.38,640.53,648.28,3342334,1670
2016-07-24T00:00:00Z,XBTUSD,648.28,658.05,646.45,653.49,1285178,544
2016-07-25T00:00:00Z,XBTUSD,653.49,663.95,650.05,661.00,642298,520
2016-07-26T00:00:00Z,XBTUSD,661.00,663.64,647.81,652.95,784937,493
2016-07-27T00:00:00Z,XBTUSD,652.95,657.00,637.71,649.93,1895588,972
2016-07-28T00:00:00Z,XBTUSD,649.93,662.36,644.05,656.79,1898480,958
2016-07-29T00:00:00Z,XBTUSD,656.79,659.50,646.87,654.69,910987,602
2016-07-30T00:00:00Z,XBTUSD,654.69,658.57,653.30,657.67,741958,294
2016-07-31T00:00:00Z,XBTUSD,657.67,658.96,650.84,654.84,551816,405
2016-08-01T00:00:00Z,XBTUSD,654.84,654.84,618.02,621.31,4277121,1842
2016-08-02T00:00:00Z,XBTUSD,621.31,626.49,601.94,607.35,2690512,1459
2016-08-03T00:00:00Z,XBTUSD,607.35,613.17,469.03,528.83,11521643,5251
2016-08-04T00:00:00Z,XBTUSD,528.83,578.38,513.94,561.74,6887135,3078
2016-08-05T00:00:00Z,XBTUSD,561.74,580.00,555.15,573.12,4322187,1611
